,home,away,home_points,away_points
716,San Antonio Spurs,New Orleans Hornets,89,86
717,Golden State Warriors,Sacramento Kings,111,108
718,Portland Trail Blazers,Golden State Warriors,90,87
719,Memphis Grizzlies,Los Angeles Lakers,102,96
720,Boston Celtics,Washington Wizards,88,76
721,Minnesota Timberwolves,Denver Nuggets,117,100
722,Oklahoma City Thunder,Miami Heat,103,87
723,San Antonio Spurs,Philadelphia 76ers,93,76
724,Phoenix Suns,Cleveland Cavaliers,108,83
725,Atlanta Hawks,Utah Jazz,139,133
726,Boston Celtics,Charlotte Bobcats,102,95
727,Detroit Pistons,Washington Wizards,79,77
728,Indiana Pacers,Miami Heat,105,90
729,New York Knicks,Milwaukee Bucks,89,80
730,Los Angeles Clippers,New Orleans Hornets,97,85
731,Orlando Magic,Toronto Raptors,117,101
732,Houston Rockets,Sacramento Kings,113,106
733,Denver Nuggets,Chicago Bulls,108,91
734,Utah Jazz,New Jersey Nets,105,84
735,Milwaukee Bucks,Atlanta Hawks,108,101
736,Philadelphia 76ers,Cleveland Cavaliers,103,85
737,Memphis Grizzlies,Minnesota Timberwolves,93,86
738,San Antonio Spurs,Phoenix Suns,107,100
739,Dallas Mavericks,Houston Rockets,90,81
740,Los Angeles Lakers,Golden State Warriors,104,101
741,Oklahoma City Thunder,Portland Trail Blazers,109,95
742,Chicago Bulls,Atlanta Hawks,98,77
743,New Jersey Nets,Indiana Pacers,100,84
744,New Orleans Hornets,Golden State Warriors,102,87
745,New York Knicks,Orlando Magic,108,86
746,San Antonio Spurs,Sacramento Kings,117,112
747,Detroit Pistons,Cleveland Cavaliers,87,75
748,Los Angeles Clippers,Phoenix Suns,103,86
749,Toronto Raptors,Denver Nuggets,105,96
750,Minnesota Timberwolves,Charlotte Bobcats,88,83
751,Boston Celtics,Utah Jazz,94,82
752,Portland Trail Blazers,New Orleans Hornets,99,93
753,Oklahoma City Thunder,Los Angeles Lakers,102,93
754,Indiana Pacers,Washington Wizards,93,89
755,Miami Heat,Dallas Mavericks,106,85
756,Miami Heat,Toronto Raptors,113,101
757,Atlanta Hawks,New York Knicks,100,90
758,Washington Wizards,Philadelphia 76ers,97,76
759,Los Angeles Clippers,Portland Trail Blazers,98,97
760,Sacramento Kings,Utah Jazz,104,103
761,Chicago Bulls,Detroit Pistons,83,71
762,Houston Rockets,Memphis Grizzlies,98,89
763,Milwaukee Bucks,Cleveland Cavaliers,121,84
764,Boston Celtics,Minnesota Timberwolves,100,79
765,Dallas Mavericks,Orlando Magic,100,98
766,Denver Nuggets,Charlotte Bobcats,99,88
767,New Jersey Nets,Golden State Warriors,102,100
768,Philadelphia 76ers,Atlanta Hawks,95,90
769,Detroit Pistons,Charlotte Bobcats,110,107
770,New York Knicks,Cleveland Cavaliers,91,75
771,Los Angeles Lakers,New Orleans Hornets,88,85
772,Los Angeles Clippers,Utah Jazz,105,96
773,San Antonio Spurs,Indiana Pacers,112,103
774,Memphis Grizzlies,Milwaukee Bucks,99,95
775,New Jersey Nets,Sacramento Kings,111,99
776,Boston Celtics,Miami Heat,91,72
777,Phoenix Suns,New Orleans Hornets,92,75
778,Toronto Raptors,Washington Wizards,99,92
779,Los Angeles Lakers,Golden State Warriors,120,112
780,Portland Trail Blazers,Minnesota Timberwolves,119,106
781,Oklahoma City Thunder,Chicago Bulls,92,78
782,Denver Nuggets,Orlando Magic,104,101
783,Indiana Pacers,Houston Rockets,104,102
784,Los Angeles Clippers,Dallas Mavericks,94,75
785,Memphis Grizzlies,Oklahoma City Thunder,94,88
786,Milwaukee Bucks,Washington Wizards,112,98
787,Sacramento Kings,Minnesota Timberwolves,116,108
788,Utah Jazz,Portland Trail Blazers,102,97
789,Houston Rockets,Chicago Bulls,99,93
790,Toronto Raptors,Charlotte Bobcats,92,87
791,Memphis Grizzlies,Golden State Warriors,98,94
792,Indiana Pacers,New York Knicks,112,104
793,Detroit Pistons,Orlando Magic,102,95
794,Miami Heat,Philadelphia 76ers,99,93
795,Phoenix Suns,Sacramento Kings,109,100
796,Los Angeles Lakers,New Jersey Nets,91,87
797,San Antonio Spurs,Cleveland Cavaliers,125,90
798,New Orleans Hornets,Denver Nuggets,94,92
799,Golden State Warriors,Minnesota Timberwolves,97,94
800,Indiana Pacers,Washington Wizards,109,96
801,Phoenix Suns,Utah Jazz,107,105
802,Atlanta Hawks,Charlotte Bobcats,120,93
803,Milwaukee Bucks,Cleveland Cavaliers,107,98
804,Los Angeles Lakers,Los Angeles Clippers,113,108
805,Dallas Mavericks,Memphis Grizzlies,95,85
806,Toronto Raptors,Philadelphia 76ers,99,78
807,Portland Trail Blazers,New Jersey Nets,101,88
808,Miami Heat,Oklahoma City Thunder,98,93
809,San Antonio Spurs,Boston Celtics,87,86
810,Chicago Bulls,Boston Celtics,93,86
811,New York Knicks,Orlando Magic,96,80
812,Detroit Pistons,Washington Wizards,99,94
813,Los Angeles Clippers,Sacramento Kings,93,85
814,Milwaukee Bucks,Charlotte Bobcats,95,90
815,Cleveland Cavaliers,Toronto Raptors,84,80
816,Atlanta Hawks,Detroit Pistons,101,96
817,Utah Jazz,Golden State Warriors,104,98
818,Houston Rockets,Los Angeles Lakers,112,107
819,Denver Nuggets,Phoenix Suns,105,99
820,Portland Trail Blazers,Dallas Mavericks,99,97
821,New Jersey Nets,Washington Wizards,110,98
822,San Antonio Spurs,New Orleans Hornets,128,103
823,Memphis Grizzlies,Miami Heat,97,82
824,Indiana Pacers,Oklahoma City Thunder,103,98
825,Boston Celtics,Indiana Pacers,86,72
826,Golden State Warriors,Denver Nuggets,112,97
827,New Orleans Hornets,Minnesota Timberwolves,99,90
828,Orlando Magic,Philadelphia 76ers,88,82
829,Atlanta Hawks,Charlotte Bobcats,116,96
830,Memphis Grizzlies,Dallas Mavericks,94,89
831,Phoenix Suns,Los Angeles Lakers,125,105
832,Los Angeles Clippers,Sacramento Kings,109,94
833,Milwaukee Bucks,Portland Trail Blazers,116,94
834,New York Knicks,Chicago Bulls,100,99
835,New Jersey Nets,Cleveland Cavaliers,122,117
836,Miami Heat,Detroit Pistons,98,75
837,Houston Rockets,Sacramento Kings,104,87
838,San Antonio Spurs,Utah Jazz,114,104
839,Boston Celtics,Philadelphia 76ers,103,79
840,Oklahoma City Thunder,Toronto Raptors,91,75
841,Orlando Magic,Detroit Pistons,119,89
842,Denver Nuggets,Golden State Warriors,123,84
843,Houston Rockets,Portland Trail Blazers,94,89
844,Memphis Grizzlies,Los Angeles Clippers,94,85
845,Los Angeles Lakers,New Orleans Hornets,93,91
846,Phoenix Suns,Minnesota Timberwolves,114,90
847,Utah Jazz,San Antonio Spurs,91,84
848,Indiana Pacers,Toronto Raptors,103,98
849,Washington Wizards,Charlotte Bobcats,113,85
850,Oklahoma City Thunder,Milwaukee Bucks,109,89
851,Boston Celtics,Miami Heat,115,107
852,Cleveland Cavaliers,Charlotte Bobcats,103,90
853,Chicago Bulls,New York Knicks,98,86
854,Dallas Mavericks,Sacramento Kings,110,100
855,Washington Wizards,Orlando Magic,93,85
856,Philadelphia 76ers,New Jersey Nets,107,88
857,Boston Celtics,Atlanta Hawks,88,86
858,Portland Trail Blazers,Golden State Warriors,118,110
859,Los Angeles Clippers,Oklahoma City Thunder,100,98
860,Los Angeles Lakers,San Antonio Spurs,98,84
861,New York Knicks,Milwaukee Bucks,111,107
862,Memphis Grizzlies,Phoenix Suns,104,93
863,New Orleans Hornets,Sacramento Kings,105,96
864,Utah Jazz,Houston Rockets,103,91
865,Indiana Pacers,Cleveland Cavaliers,104,98
866,Denver Nuggets,Minnesota Timberwolves,113,107
867,Philadelphia 76ers,Toronto Raptors,93,75
868,Dallas Mavericks,Golden State Warriors,112,103
869,Detroit Pistons,Charlotte Bobcats,109,85
870,Los Angeles Clippers,Minnesota Timberwolves,95,82
871,Chicago Bulls,Miami Heat,96,86
872,San Antonio Spurs,Memphis Grizzlies,107,97
873,Dallas Mavericks,Portland Trail Blazers,97,94
874,Los Angeles Lakers,Denver Nuggets,103,97
875,Phoenix Suns,Houston Rockets,112,105
876,Oklahoma City Thunder,Sacramento Kings,115,89
877,New Orleans Hornets,Utah Jazz,96,85
878,New York Knicks,Washington Wizards,103,65
879,Atlanta Hawks,Orlando Magic,109,81
880,Toronto Raptors,Boston Celtics,84,79
881,Miami Heat,Charlotte Bobcats,105,82
882,Indiana Pacers,Cleveland Cavaliers,102,83
883,Milwaukee Bucks,Detroit Pistons,113,97
884,New Jersey Nets,Philadelphia 76ers,95,89
885,Cleveland Cavaliers,Washington Wizards,98,89
886,San Antonio Spurs,Phoenix Suns,105,91
887,Memphis Grizzlies,Utah Jazz,103,98
888,Boston Celtics,New Jersey Nets,94,82
889,Los Angeles Clippers,Golden State Warriors,112,104
890,Indiana Pacers,Milwaukee Bucks,105,99
891,Oklahoma City Thunder,Minnesota Timberwolves,115,110
892,Boston Celtics,Charlotte Bobcats,94,82
893,Los Angeles Lakers,Dallas Mavericks,112,108
894,Denver Nuggets,Houston Rockets,101,86
895,Miami Heat,New York Knicks,93,85
896,Orlando Magic,Cleveland Cavaliers,100,84
897,Sacramento Kings,Portland Trail Blazers,104,103
898,Toronto Raptors,Atlanta Hawks,102,86
899,Chicago Bulls,Detroit Pistons,100,94
900,New Orleans Hornets,Memphis Grizzlies,88,75
901,Atlanta Hawks,Toronto Raptors,109,87
902,Utah Jazz,Dallas Mavericks,123,121
903,Denver Nuggets,Houston Rockets,105,102
904,Miami Heat,New Jersey Nets,101,98
905,Los Angeles Clippers,Oklahoma City Thunder,92,77
906,Orlando Magic,Philadelphia 76ers,113,100
907,Phoenix Suns,Portland Trail Blazers,125,107
908,San Antonio Spurs,Golden State Warriors,120,99
909,Washington Wizards,Chicago Bulls,87,84
910,Indiana Pacers,Minnesota Timberwolves,111,88
911,New Orleans Hornets,Charlotte Bobcats,75,67
912,Indiana Pacers,Philadelphia 76ers,102,97
913,Memphis Grizzlies,Minnesota Timberwolves,91,84
914,San Antonio Spurs,Los Angeles Lakers,112,91
915,New York Knicks,Boston Celtics,118,110
916,Detroit Pistons,Cleveland Cavaliers,116,77
917,Chicago Bulls,Charlotte Bobcats,100,68
918,Atlanta Hawks,Detroit Pistons,116,84
919,Los Angeles Clippers,Denver Nuggets,104,98
920,Washington Wizards,Milwaukee Bucks,121,112
921,Oklahoma City Thunder,Phoenix Suns,109,97
922,Boston Celtics,Orlando Magic,102,98
923,Philadelphia 76ers,Cleveland Cavaliers,103,87
924,San Antonio Spurs,Sacramento Kings,127,102
925,Miami Heat,Toronto Raptors,96,72
926,Dallas Mavericks,Houston Rockets,117,110
927,Los Angeles Lakers,Golden State Warriors,99,87
928,Memphis Grizzlies,New Orleans Hornets,103,91
929,New York Knicks,New Jersey Nets,104,95
930,Utah Jazz,Portland Trail Blazers,112,91
931,Miami Heat,Chicago Bulls,83,72
932,New Orleans Hornets,Houston Rockets,105,99
933,Phoenix Suns,Los Angeles Clippers,93,90
934,Indiana Pacers,Milwaukee Bucks,118,109
935,Minnesota Timberwolves,Detroit Pistons,91,80
936,Atlanta Hawks,Boston Celtics,97,92
937,Dallas Mavericks,Golden State Warriors,104,94
938,San Antonio Spurs,Los Angeles Lakers,121,97
939,Cleveland Cavaliers,New York Knicks,98,90
940,Oklahoma City Thunder,Sacramento Kings,103,92
941,Memphis Grizzlies,Charlotte Bobcats,85,80
942,Denver Nuggets,Phoenix Suns,118,107
943,Houston Rockets,Golden State Warriors,99,96
944,Milwaukee Bucks,New Jersey Nets,106,95
945,Philadelphia 76ers,Indiana Pacers,109,106
946,Memphis Grizzlies,Portland Trail Blazers,93,89
947,Washington Wizards,Miami Heat,86,84
948,Chicago Bulls,Dallas Mavericks,93,83
949,Utah Jazz,Orlando Magic,117,107
950,Golden State Warriors,Minnesota Timberwolves,93,88
951,Los Angeles Clippers,New Orleans Hornets,107,98
952,New York Knicks,Atlanta Hawks,113,112
953,Los Angeles Lakers,Oklahoma City Thunder,114,106
954,Detroit Pistons,Toronto Raptors,76,73
955,San Antonio Spurs,Cleveland Cavaliers,114,98
956,Miami Heat,Houston Rockets,97,88
957,Denver Nuggets,Orlando Magic,101,74
958,Sacramento Kings,Charlotte Bobcats,114,88
959,San Antonio Spurs,Portland Trail Blazers,124,89
960,Milwaukee Bucks,Toronto Raptors,92,86
961,Washington Wizards,Charlotte Bobcats,101,73
962,Indiana Pacers,Detroit Pistons,103,97
963,Philadelphia 76ers,New Jersey Nets,105,87
964,Memphis Grizzlies,Cleveland Cavaliers,109,101
965,Boston Celtics,Miami Heat,78,66
966,New Orleans Hornets,Golden State Warriors,83,81
967,Utah Jazz,Phoenix Suns,100,88
968,Oklahoma City Thunder,Sacramento Kings,118,110
969,Atlanta Hawks,Los Angeles Clippers,109,102
970,Philadelphia 76ers,Milwaukee Bucks,90,85
971,San Antonio Spurs,Phoenix Suns,110,106
972,Washington Wizards,Cleveland Cavaliers,96,85
973,Orlando Magic,Charlotte Bobcats,102,95
974,Chicago Bulls,Indiana Pacers,92,87
975,Denver Nuggets,Oklahoma City Thunder,106,101
976,New York Knicks,Los Angeles Clippers,99,93
977,Boston Celtics,Milwaukee Bucks,87,74
978,New York Knicks,Charlotte Bobcats,104,84
979,Detroit Pistons,Philadelphia 76ers,108,86
980,San Antonio Spurs,Golden State Warriors,107,101
981,Chicago Bulls,Cleveland Cavaliers,107,75
982,Denver Nuggets,Minnesota Timberwolves,131,102
983,Sacramento Kings,Los Angeles Lakers,113,96
984,Washington Wizards,Miami Heat,104,70
985,Toronto Raptors,New Jersey Nets,98,67
986,Houston Rockets,New Orleans Hornets,84,77
987,Utah Jazz,Portland Trail Blazers,96,94
988,Atlanta Hawks,Dallas Mavericks,106,89
989,Memphis Grizzlies,Orlando Magic,88,76
990,Oklahoma City Thunder,Dallas Mavericks,99,98
991,Chicago Bulls,Philadelphia 76ers,103,91
992,Miami Heat,New York Knicks,100,67
993,Orlando Magic,Indiana Pacers,81,77
994,San Antonio Spurs,Utah Jazz,106,91
995,Los Angeles Lakers,Denver Nuggets,103,88
996,Los Angeles Clippers,Memphis Grizzlies,99,98
997,Atlanta Hawks,Boston Celtics,83,74
998,Oklahoma City Thunder,Dallas Mavericks,102,99
999,Miami Heat,New York Knicks,104,94
1000,Indiana Pacers,Orlando Magic,93,78
1001,Los Angeles Lakers,Denver Nuggets,104,100
1002,Philadelphia 76ers,Chicago Bulls,109,92
1003,Boston Celtics,Atlanta Hawks,87,80
1004,San Antonio Spurs,Utah Jazz,114,83
1005,Memphis Grizzlies,Los Angeles Clippers,105,98
1006,Indiana Pacers,Orlando Magic,97,74
1007,Oklahoma City Thunder,Dallas Mavericks,95,79
1008,Miami Heat,New York Knicks,87,70
1009,Denver Nuggets,Los Angeles Lakers,99,84
1010,Philadelphia 76ers,Chicago Bulls,79,74
1011,Boston Celtics,Atlanta Hawks,90,84
1012,San Antonio Spurs,Utah Jazz,102,90
1013,Oklahoma City Thunder,Dallas Mavericks,103,97
1014,Los Angeles Clippers,Memphis Grizzlies,87,86
1015,Indiana Pacers,Orlando Magic,101,99
1016,Los Angeles Lakers,Denver Nuggets,92,88
1017,Philadelphia 76ers,Chicago Bulls,89,82
1018,New York Knicks,Miami Heat,89,87
1019,Boston Celtics,Atlanta Hawks,101,79
1020,San Antonio Spurs,Utah Jazz,87,81
1021,Los Angeles Clippers,Memphis Grizzlies,101,97
1022,Denver Nuggets,Los Angeles Lakers,102,99
1023,Chicago Bulls,Philadelphia 76ers,77,69
1024,Indiana Pacers,Orlando Magic,105,87
1025,Atlanta Hawks,Boston Celtics,87,86
1026,Memphis Grizzlies,Los Angeles Clippers,92,80
1027,Miami Heat,New York Knicks,106,94
1028,Denver Nuggets,Los Angeles Lakers,113,96
1029,Philadelphia 76ers,Chicago Bulls,79,78
1030,Boston Celtics,Atlanta Hawks,83,80
1031,Memphis Grizzlies,Los Angeles Clippers,90,88
1032,Los Angeles Lakers,Denver Nuggets,96,87
1033,Boston Celtics,Philadelphia 76ers,92,91
1034,Los Angeles Clippers,Memphis Grizzlies,82,72
1035,Miami Heat,Indiana Pacers,95,86
1036,Philadelphia 76ers,Boston Celtics,82,81
1037,Oklahoma City Thunder,Los Angeles Lakers,119,90
1038,Indiana Pacers,Miami Heat,78,75
1039,San Antonio Spurs,Los Angeles Clippers,108,92
1040,Boston Celtics,Philadelphia 76ers,107,91
1041,Oklahoma City Thunder,Los Angeles Lakers,77,75
1042,Indiana Pacers,Miami Heat,94,75
1043,San Antonio Spurs,Los Angeles Clippers,105,88
1044,Philadelphia 76ers,Boston Celtics,92,83
1045,Los Angeles Lakers,Oklahoma City Thunder,99,96
1046,Oklahoma City Thunder,Los Angeles Lakers,103,100
1047,San Antonio Spurs,Los Angeles Clippers,96,86
1048,Miami Heat,Indiana Pacers,101,93
1049,San Antonio Spurs,Los Angeles Clippers,102,99
1050,Boston Celtics,Philadelphia 76ers,101,85
1051,Oklahoma City Thunder,Los Angeles Lakers,106,90
1052,Miami Heat,Indiana Pacers,115,83
1053,Philadelphia 76ers,Boston Celtics,82,75
1054,Miami Heat,Indiana Pacers,105,93
1055,Boston Celtics,Philadelphia 76ers,85,75
1056,San Antonio Spurs,Oklahoma City Thunder,101,98
1057,Miami Heat,Boston Celtics,93,79
1058,San Antonio Spurs,Oklahoma City Thunder,120,111
1059,Miami Heat,Boston Celtics,115,111
1060,Oklahoma City Thunder,San Antonio Spurs,102,82
1061,Boston Celtics,Miami Heat,101,91
1062,Oklahoma City Thunder,San Antonio Spurs,109,103
1063,Boston Celtics,Miami Heat,93,91
1064,Oklahoma City Thunder,San Antonio Spurs,108,103
1065,Boston Celtics,Miami Heat,94,90
1066,Oklahoma City Thunder,San Antonio Spurs,107,99
1067,Miami Heat,Boston Celtics,98,79
1068,Miami Heat,Boston Celtics,101,88
1069,Oklahoma City Thunder,Miami Heat,105,94
1070,Miami Heat,Oklahoma City Thunder,100,96
1071,Miami Heat,Oklahoma City Thunder,91,85
1072,Miami Heat,Oklahoma City Thunder,104,98
1073,Miami Heat,Oklahoma City Thunder,121,106
